competition,gender, game, rank, name, nation,,
wrestling,,,1932 Los Angeles,1, (Robert Pearce), United States,
wrestling,,,1932 Los Angeles,2, (Ödön Zombori), Hungary,
wrestling,,,1932 Los Angeles,3, (Aatos Jaskari), Finland,
wrestling,,,1936 Berlin,1, (Ödön Zombori), Hungary,
wrestling,,,1936 Berlin,2, (Ross Flood), United States,
wrestling,,,1936 Berlin,3, (Johannes Herbert), Germany,
wrestling,,,1948 London,1, (Nasuh Akar), Turkey,
wrestling,,,1948 London,2, (Gerald Leeman), United States,
wrestling,,,1948 London,3, (Charles Kouyos), France,
wrestling,,,1952 Helsinki,1, (Shohachi Ishii), Japan,
wrestling,,,1952 Helsinki,2, (Rashid Mamedbekov), Soviet Union,
wrestling,,,1952 Helsinki,3, (Khashaba Dadasaheb Jadhav), India,
wrestling,,,1956 Melbourne,1, (Mustafa Dağıstanlı), Turkey,
wrestling,,,1956 Melbourne,2, (Mehdi Yaghoubi), Iran,
wrestling,,,1956 Melbourne,3, (Mikhail Shakhov), Soviet Union,
wrestling,,,1960 Rome,1, (Terrence McCann), United States,
wrestling,,,1960 Rome,2, (Nezhdet Zalev), Bulgaria,
wrestling,,,1960 Rome,3, (Tadeusz Trojanowski), Poland,
wrestling,,,1964 Tokyo,1, (Yojiro Uetake), Japan,
wrestling,,,1964 Tokyo,2, (Hüseyin Akbaş), Turkey,
wrestling,,,1964 Tokyo,3, (Aydin Ibragimov), Soviet Union,
wrestling,,,1968 Mexico City,1, (Yojiro Uetake), Japan,
wrestling,,,1968 Mexico City,2, (Donald Behm), United States,
wrestling,,,1968 Mexico City,3, (Aboutaleb Talebi), Iran,
wrestling,,,1972 Munich,1, (Hideaki Yanagida), Japan,
wrestling,,,1972 Munich,2, (Richard Sanders), United States,
wrestling,,,1972 Munich,3, (László Klinga), Hungary,
wrestling,,,1976 Montreal,1, (Vladimir Yumin), Soviet Union,
wrestling,,,1976 Montreal,2, (Hans-Dieter Brüchert), East Germany,
wrestling,,,1976 Montreal,3, (Masao Arai), Japan,
wrestling,,,1980 Moscow,1, (Sergei Beloglazov), Soviet Union,
wrestling,,,1980 Moscow,2, (Li Ho-Pyong), North Korea,
wrestling,,,1980 Moscow,3, (Dugarsürengiin Oyuunbold), Mongolia,
wrestling,,,1984 Los Angeles,1, (Hideaki Tomiyama), Japan,
wrestling,,,1984 Los Angeles,2, (Barry Davis), United States,
wrestling,,,1984 Los Angeles,3, (Kim Eui-Kon), South Korea,
wrestling,,,1988 Seoul,1, (Sergei Beloglazov), Soviet Union,
wrestling,,,1988 Seoul,2, (Askari Mohammadian), Iran,
wrestling,,,1988 Seoul,3, (Noh Kyung-Sun), South Korea,
wrestling,,,1992 Barcelona,1, (Alejandro Puerto), Cuba,
wrestling,,,1992 Barcelona,2, (Sergei Smal), Unified Team,
wrestling,,,1992 Barcelona,3, (Kim Yong-Sik), North Korea,
wrestling,,,1996 Atlanta,1, (Kendall Cross), United States,
wrestling,,,1996 Atlanta,2, (Guivi Sissaouri), Canada,
wrestling,,,1996 Atlanta,3, (Ri Yong-Sam), North Korea,
wrestling,,,2000 Sydney,1, (Alireza Dabir), Iran,
wrestling,,,2000 Sydney,2, (Yevgen Buslovych), Ukraine,
wrestling,,,2000 Sydney,3, (Terry Brands), United States,
wrestling,,,2004 Athens,1, (Mavlet Batirov), Russia,
wrestling,,,2004 Athens,2, (Stephen Abas), United States,
wrestling,,,2004 Athens,3, (Chikara Tanabe), Japan,
wrestling,,,2008 Beijing,1, (Henry Cejudo), United States,
wrestling,,,2008 Beijing,2, (Tomohiro Matsunaga), Japan,
wrestling,,,2008 Beijing,3, (Besik Kudukhov/Radoslav Velikov/Bulgaria), Russia,
wrestling,,,2012 London,1, (Djamal Otarsultanov), Russia,
wrestling,,,2012 London,2, (Vladimer Khinchegashvili), Georgia,
wrestling,,,2012 London,3, (Yang Kyong-Il/Shinichi Yumoto/Japan), North Korea,
wrestling,,,2004 Athens,1, (Irina Merleni), Ukraine,
wrestling,,,2004 Athens,2, (Chiharu Icho), Japan,
wrestling,,,2004 Athens,3, (Patricia Miranda), United States,
wrestling,,,2008 Beijing,1, (Carol Huynh), Canada,
wrestling,,,2008 Beijing,2, (Chiharu Icho), Japan,
wrestling,,,2008 Beijing,3, (Mariya Stadnik/Irina Merleni/Ukraine), Azerbaijan,
wrestling,,,2012 London,1, (Hitomi Obara), Japan,
wrestling,,,2012 London,2, (Mariya Stadnik), Azerbaijan,
wrestling,,,2012 London,3, (Clarissa Chun/Carol Huynh/Canada), United States,
wrestling,,,1904 St. Louis,1, (Robert Curry), United States,
wrestling,,,1904 St. Louis,2, (John Hein), United States,
wrestling,,,1904 St. Louis,3, (Gustav Thiefenthaler), United States,
wrestling,,,1972 Munich,1, (Roman Dmitriyev), Soviet Union,
wrestling,,,1972 Munich,2, (Ognyan Nikolov), Bulgaria,
wrestling,,,1972 Munich,3, (Ebrahim Javadi), Iran,
wrestling,,,1976 Montreal,1, (Hasan Isaev), Bulgaria,
wrestling,,,1976 Montreal,2, (Roman Dmitriyev), Soviet Union,
wrestling,,,1976 Montreal,3, (Akira Kudo), Japan,
wrestling,,,1980 Moscow,1, (Claudio Pollio), Italy,
wrestling,,,1980 Moscow,2, (Jang Se-Hong), North Korea,
wrestling,,,1980 Moscow,3, (Sergei Kornilayev), Soviet Union,
wrestling,,,1984 Los Angeles,1, (Bobby Weaver), United States,
wrestling,,,1984 Los Angeles,2, (Takashi Irie), Japan,
wrestling,,,1984 Los Angeles,3, (Son Gab-Do), South Korea,
wrestling,,,1988 Seoul,1, (Takashi Kobayashi), Japan,
wrestling,,,1988 Seoul,2, (Ivan Tzonov), Bulgaria,
wrestling,,,1988 Seoul,3, (Sergei Karamchakov), Soviet Union,
wrestling,,,1992 Barcelona,1, (Kim Il), North Korea,
wrestling,,,1992 Barcelona,2, (Kim Jong-Shin), South Korea,
wrestling,,,1992 Barcelona,3, (Vougar Oroudjov), Unified Team,
wrestling,,,1996 Atlanta,1, (Kim Il), North Korea,
wrestling,,,1996 Atlanta,2, (Armen Mkrtchyan), Armenia,
wrestling,,,1996 Atlanta,3, (Alexis Vila), Cuba,
wrestling,,,2004 Athens,1, (Saori Yoshida), Japan,
wrestling,,,2004 Athens,2, (Tonya Verbeek), Canada,
wrestling,,,2004 Athens,3, (Anna Gomis), France,
wrestling,,,2008 Beijing,1, (Saori Yoshida), Japan,
wrestling,,,2008 Beijing,2, (Xu Li), China,
wrestling,,,2008 Beijing,3, (Jackeline Rentería/Tonya Verbeek/Canada), Colombia,
wrestling,,,2012 London,1, (Saori Yoshida), Japan,
wrestling,,,2012 London,2, (Tonya Verbeek), Canada,
wrestling,,,2012 London,3, (Jackeline Rentería/Yuliya Ratkevich/Azerbaijan), Colombia,
wrestling,,,1924 Paris,1, (Eduard Pütsep), Estonia,
wrestling,,,1924 Paris,2, (Anselm Ahlfors), Finland,
wrestling,,,1924 Paris,3, (Väinö Ikonen), Finland,
wrestling,,,1928 Amsterdam,1, (Kurt Leucht), Germany,
wrestling,,,1928 Amsterdam,2, (Jindřich Maudr), Czechoslovakia,
wrestling,,,1928 Amsterdam,3, (Giovanni Gozzi), Italy,
wrestling,,,1932 Los Angeles,1, (Jakob Brendel), Germany,
wrestling,,,1932 Los Angeles,2, (Marcello Nizzola), Italy,
wrestling,,,1932 Los Angeles,3, (Louis François), France,
wrestling,,,1936 Berlin,1, (Márton Lõrincz), Hungary,
wrestling,,,1936 Berlin,2, (Egon Svensson), Sweden,
wrestling,,,1936 Berlin,3, (Jakob Brendel), Germany,
wrestling,,,1948 London,1, (Kurt Pettersén), Sweden,
wrestling,,,1948 London,2, (Mahmoud Hassan), Egypt,
wrestling,,,1948 London,3, (Halil Kaya), Turkey,
wrestling,,,1952 Helsinki,1, (Imre Hódos), Hungary,
wrestling,,,1952 Helsinki,2, (Zakaria Chibab), Lebanon,
wrestling,,,1952 Helsinki,3, (Artem Teryan), Soviet Union,
wrestling,,,1956 Melbourne,1, (Konstantin Vyrupayev), Soviet Union,
wrestling,,,1956 Melbourne,2, (Edvin Vesterby), Sweden,
wrestling,,,1956 Melbourne,3, (Francisc Horvat), Romania,
wrestling,,,1960 Rome,1, (Oleg Karavayev), Soviet Union,
wrestling,,,1960 Rome,2, (Ion Cernea), Romania,
wrestling,,,1960 Rome,3, (Dinko Petrov), Bulgaria,
wrestling,,,1964 Tokyo,1, (Masamitsu Ichiguchi), Japan,
wrestling,,,1964 Tokyo,2, (Vladlen Trostyansky), Soviet Union,
wrestling,,,1964 Tokyo,3, (Ion Cernea), Romania,
wrestling,,,1968 Mexico City,1, (János Varga), Hungary,
wrestling,,,1968 Mexico City,2, (Ion Baciu), Romania,
wrestling,,,1968 Mexico City,3, (Ivan Kochergin), Soviet Union,
wrestling,,,1972 Munich,1, (Rustam Kazakov), Soviet Union,
wrestling,,,1972 Munich,2, (Hans-Jürgen Veil), West Germany,
wrestling,,,1972 Munich,3, (Risto Björlin), Finland,
wrestling,,,1976 Montreal,1, (Pertti Ukkola), Finland,
wrestling,,,1976 Montreal,2, (Ivan Frgić), Yugoslavia,
wrestling,,,1976 Montreal,3, (Farhat Mustafin), Soviet Union,
wrestling,,,1980 Moscow,1, (Shamil Serikov), Soviet Union,
wrestling,,,1980 Moscow,2, (Józef Lipień), Poland,
wrestling,,,1980 Moscow,3, (Benni Ljungbeck), Sweden,
wrestling,,,1984 Los Angeles,1, (Pasquale Passarelli), West Germany,
wrestling,,,1984 Los Angeles,2, (Masaki Eto), Japan,
wrestling,,,1984 Los Angeles,3, (Haralambos Holidis), Greece,
wrestling,,,1988 Seoul,1, (András Sike), Hungary,
wrestling,,,1988 Seoul,2, (Stoyan Balov), Bulgaria,
wrestling,,,1988 Seoul,3, (Haralambos Holidis), Greece,
wrestling,,,1992 Barcelona,1, (An Han-Bong), South Korea,
wrestling,,,1992 Barcelona,2, (Rifat Yildiz), Germany,
wrestling,,,1992 Barcelona,3, (Sheng Zetian), China,
wrestling,,,1996 Atlanta,1, (Yuriy Melnichenko), Kazakhstan,
wrestling,,,1996 Atlanta,2, (Dennis Hall), United States,
wrestling,,,1996 Atlanta,3, (Sheng Zetian), China,
wrestling,,,2000 Sydney,1, (Armen Nazaryan), Bulgaria,
wrestling,,,2000 Sydney,2, (Kim In-Sub), South Korea,
wrestling,,,2000 Sydney,3, (Sheng Zetian), China,
wrestling,,,2004 Athens,1, (István Majoros), Hungary,
wrestling,,,2004 Athens,2, (Geidar Mamedaliyev), Russia,
wrestling,,,2004 Athens,3, (Artiom Kiouregkian), Greece,
wrestling,,,2008 Beijing,1, (Nazyr Mankiev), Russia,
wrestling,,,2008 Beijing,2, (Rovshan Bayramov), Azerbaijan,
wrestling,,,2008 Beijing,3, (Park Eun-Chul/Roman Amoyan/Armenia), South Korea,
wrestling,,,2012 London,1, (Hamid Sourian), Iran,
wrestling,,,2012 London,2, (Rovshan Bayramov), Azerbaijan,
wrestling,,,2012 London,3, (Péter Módos/Mingiyan Semenov/Russia), Hungary,
wrestling,,,1908 London,1, (Enrico Porro), Italy,
wrestling,,,1908 London,2, (Nikolay Orlov), Russia,
wrestling,,,1908 London,3, (Arvid Lindén), Finland,
wrestling,,,1912 Stockholm,1, (Emil Väre), Finland,
wrestling,,,1912 Stockholm,2, (Gustaf Malmström), Sweden,
wrestling,,,1912 Stockholm,3, (Edvin Mattiasson), Sweden,
wrestling,,,1920 Antwerp,1, (Emil Väre), Finland,
wrestling,,,1920 Antwerp,2, (Taavi Tamminen), Finland,
wrestling,,,1920 Antwerp,3, (Frithjof Andersen), Norway,
wrestling,,,1924 Paris,1, (Oskari Friman), Finland,
wrestling,,,1924 Paris,2, (Lajos Keresztes), Hungary,
wrestling,,,1924 Paris,3, (Källe Westerlund), Finland,
wrestling,,,1928 Amsterdam,1, (Lajos Keresztes), Hungary,
wrestling,,,1928 Amsterdam,2, (Eduard Sperling), Germany,
wrestling,,,1928 Amsterdam,3, (Edvard Westerlund), Finland,
wrestling,,,1932 Los Angeles,1, (Eric Malmberg), Sweden,
wrestling,,,1932 Los Angeles,2, (Abraham Kurland), Denmark,
wrestling,,,1932 Los Angeles,3, (Eduard Sperling), Germany,
wrestling,,,1936 Berlin,1, (Lauri Koskela), Finland,
wrestling,,,1936 Berlin,2, (Josef Herda), Czechoslovakia,
wrestling,,,1936 Berlin,3, (Voldemar Väli), Estonia,
wrestling,,,1948 London,1, (Gustav Freij), Sweden,
wrestling,,,1948 London,2, (Aage Eriksen), Norway,
wrestling,,,1948 London,3, (Károly Ferencz), Hungary,
wrestling,,,1952 Helsinki,1, (Shazam Safin), Soviet Union,
wrestling,,,1952 Helsinki,2, (Gustav Freij), Sweden,
wrestling,,,1952 Helsinki,3, (Mikuláš Athanasov), Czechoslovakia,
wrestling,,,1956 Melbourne,1, (Kyösti Lehtonen), Finland,
wrestling,,,1956 Melbourne,2, (Rıza Doğan), Turkey,
wrestling,,,1956 Melbourne,3, (Gyula Tóth), Hungary,
wrestling,,,1960 Rome,1, (Avtandil Koridze), Soviet Union,
wrestling,,,1960 Rome,2, (Branislav Martinović), Yugoslavia,
wrestling,,,1960 Rome,3, (Gustav Freij), Sweden,
wrestling,,,1964 Tokyo,1, (Kazım Ayvaz), Turkey,
wrestling,,,1964 Tokyo,2, (Valeriu Bularca), Romania,
wrestling,,,1964 Tokyo,3, (David Gvantseladze), Soviet Union,
wrestling,,,1968 Mexico City,1, (Muneji Munemura), Japan,
wrestling,,,1968 Mexico City,2, (Stevan Horvat), Yugoslavia,
wrestling,,,1968 Mexico City,3, (Petros Galaktopoulos), Greece,
wrestling,,,1972 Munich,1, (Shamil Khisamutdinov), Soviet Union,
wrestling,,,1972 Munich,2, (Stoyan Apostolov), Bulgaria,
wrestling,,,1972 Munich,3, (Gian-Matteo Ranzi), Italy,
wrestling,,,1976 Montreal,1, (Suren Nalbandyan), Soviet Union,
wrestling,,,1976 Montreal,2, (Ştefan Rusu), Romania,
wrestling,,,1976 Montreal,3, (Heinz-Helmut Wehling), East Germany,
wrestling,,,1980 Moscow,1, (Ştefan Rusu), Romania,
wrestling,,,1980 Moscow,2, (Andrzej Supron), Poland,
wrestling,,,1980 Moscow,3, (Lars-Erik Skiöld), Sweden,
wrestling,,,1984 Los Angeles,1, (Vlado Lisjak), Yugoslavia,
wrestling,,,1984 Los Angeles,2, (Tapio Sipilä), Finland,
wrestling,,,1984 Los Angeles,3, (James Martinez), United States,
wrestling,,,1988 Seoul,1, (Levon Julfalakyan), Soviet Union,
wrestling,,,1988 Seoul,2, (Kim Sung-Moon), South Korea,
wrestling,,,1988 Seoul,3, (Tapio Sipilä), Finland,
wrestling,,,1992 Barcelona,1, (Attila Repka), Hungary,
wrestling,,,1992 Barcelona,2, (Islam Dugushiev), Unified Team,
wrestling,,,1992 Barcelona,3, (Rodney Smith), United States,
wrestling,,,1996 Atlanta,1, (Ryszard Wolny), Poland,
wrestling,,,1996 Atlanta,2, (Ghani Yalouz), France,
wrestling,,,1996 Atlanta,3, (Aleksandr Tretyakov), Russia,
wrestling,,,2000 Sydney,1, (Filiberto Azcuy), Cuba,
wrestling,,,2000 Sydney,2, (Katsuhiko Nagata), Japan,
wrestling,,,2000 Sydney,3, (Aleksey Glushkov), Russia,
wrestling,,,2004 Athens,1, (Farid Mansurov), Azerbaijan,
wrestling,,,2004 Athens,2, (Şeref Eroğlu), Turkey,
wrestling,,,2004 Athens,3, (Mkhitar Manukyan), Kazakhstan,
wrestling,,,2008 Beijing,1, (Steeve Guenot), France,
wrestling,,,2008 Beijing,2, (Kanatbek Begaliev), Kyrgyzstan,
wrestling,,,2008 Beijing,3, (Armen Vardanyan/Mikhail Siamionau/Belarus), Ukraine,
wrestling,,,2012 London,1, (Kim Hyeon-Woo), South Korea,
wrestling,,,2012 London,2, (Tamás Lőrincz), Hungary,
wrestling,,,2012 London,3, (Manuchar Tskhadaia/Steeve Guenot/France), Georgia,
wrestling,,,1932 Los Angeles,1, (Ivar Johansson), Sweden,
wrestling,,,1932 Los Angeles,2, (Väinö Kajander), Finland,
wrestling,,,1932 Los Angeles,3, (Ercole Gallegati), Italy,
wrestling,,,1936 Berlin,1, (Rudolf Svedberg), Sweden,
wrestling,,,1936 Berlin,2, (Fritz Schäfer), Germany,
wrestling,,,1936 Berlin,3, (Eino Virtanen), Finland,
wrestling,,,1948 London,1, (Gösta Andersson), Sweden,
wrestling,,,1948 London,2, (Miklós Szilvási), Hungary,
wrestling,,,1948 London,3, (Henrik Hansen), Denmark,
wrestling,,,1952 Helsinki,1, (Miklós Szilvási), Hungary,
wrestling,,,1952 Helsinki,2, (Gösta Andersson), Sweden,
wrestling,,,1952 Helsinki,3, (Khalil Taha), Lebanon,
wrestling,,,1956 Melbourne,1, (Mithat Bayrak), Turkey,
wrestling,,,1956 Melbourne,2, (Vladimir Maneyev), Soviet Union,
wrestling,,,1956 Melbourne,3, (Per Berlin), Sweden,
wrestling,,,1960 Rome,1, (Mithat Bayrak), Turkey,
wrestling,,,1960 Rome,2, (Günther Maritschnigg), Germany,
wrestling,,,1960 Rome,3, (René Schiermeyer), France,
wrestling,,,1964 Tokyo,1, (Anatoly Kolesov), Soviet Union,
wrestling,,,1964 Tokyo,2, (Kiril Petkov), Bulgaria,
wrestling,,,1964 Tokyo,3, (Bertil Nyström), Sweden,
wrestling,,,1968 Mexico City,1, (Rudolf Vesper), East Germany,
wrestling,,,1968 Mexico City,2, (Daniel Robin), France,
wrestling,,,1968 Mexico City,3, (Károly Bajkó), Hungary,
wrestling,,,1972 Munich,1, (Vítězslav Mácha), Czechoslovakia,
wrestling,,,1972 Munich,2, (Petros Galaktopoulos), Greece,
wrestling,,,1972 Munich,3, (Jan Karlsson), Sweden,
wrestling,,,1976 Montreal,1, (Anatoly Bykov), Soviet Union,
wrestling,,,1976 Montreal,2, (Vítězslav Mácha), Czechoslovakia,
wrestling,,,1976 Montreal,3, (Karl-Heinz Helbing), West Germany,
wrestling,,,1980 Moscow,1, (Ferenc Kocsis), Hungary,
wrestling,,,1980 Moscow,2, (Anatoly Bykov), Soviet Union,
wrestling,,,1980 Moscow,3, (Mikko Huhtala), Finland,
wrestling,,,1984 Los Angeles,1, (Jouko Salomäki), Finland,
wrestling,,,1984 Los Angeles,2, (Roger Tallroth), Sweden,
wrestling,,,1984 Los Angeles,3, (Ştefan Rusu), Romania,
wrestling,,,1988 Seoul,1, (Kim Young-Nam), South Korea,
wrestling,,,1988 Seoul,2, (Daulet Turlykhanov), Soviet Union,
wrestling,,,1988 Seoul,3, (Józef Tracz), Poland,
wrestling,,,1992 Barcelona,1, (Mnatsakan Iskandaryan), Unified Team,
wrestling,,,1992 Barcelona,2, (Józef Tracz), Poland,
wrestling,,,1992 Barcelona,3, (Torbjörn Kornbakk), Sweden,
wrestling,,,1996 Atlanta,1, (Filiberto Azcuy), Cuba,
wrestling,,,1996 Atlanta,2, (Marko Asell), Finland,
wrestling,,,1996 Atlanta,3, (Józef Tracz), Poland,
wrestling,,,2000 Sydney,1, (Murat Kardanov), Russia,
wrestling,,,2000 Sydney,2, (Matt Lindland), United States,
wrestling,,,2000 Sydney,3, (Marko Yli-Hannuksela), Finland,
wrestling,,,2004 Athens,1, (Aleksandr Dokturishvili), Uzbekistan,
wrestling,,,2004 Athens,2, (Marko Yli-Hannuksela), Finland,
wrestling,,,2004 Athens,3, (Varteres Samourgachev), Russia,
wrestling,,,2008 Beijing,1, (Manuchar Kvirkelia), Georgia,
wrestling,,,2008 Beijing,2, (Chang Yongxiang), China,
wrestling,,,2008 Beijing,3, (Yavor Yanakiev/Christophe Guenot/France), Bulgaria,
wrestling,,,2012 London,1, (Roman Vlasov), Russia,
wrestling,,,2012 London,2, (Arsen Julfalakyan), Armenia,
wrestling,,,2012 London,3, (Aleksandr Kazakevič/Emin Ahmadov/Azerbaijan), Lithuania,
wrestling,,,1908 London,1, (Frithiof Mårtensson), Sweden,
wrestling,,,1908 London,2, (Mauritz Andersson), Sweden,
wrestling,,,1908 London,3, (Anders Andersen), Denmark,
wrestling,,,1912 Stockholm,1, (Claes Johansson), Sweden,
wrestling,,,1912 Stockholm,2, (Martin Klein), Russia,
wrestling,,,1912 Stockholm,3, (Alfred Asikainen), Finland,
wrestling,,,1920 Antwerp,1, (Carl Westergren), Sweden,
wrestling,,,1920 Antwerp,2, (Arthur Lindfors), Finland,
wrestling,,,1920 Antwerp,3, (Masa Perttilä), Finland,
wrestling,,,1924 Paris,1, (Edvard Westerlund), Finland,
wrestling,,,1924 Paris,2, (Arthur Lindfors), Finland,
wrestling,,,1924 Paris,3, (Roman Steinberg), Estonia,
wrestling,,,1928 Amsterdam,1, (Väinö Kokkinen), Finland,
wrestling,,,1928 Amsterdam,2, (László Papp), Hungary,
wrestling,,,1928 Amsterdam,3, (Albert Kusnets), Estonia,
wrestling,,,1932 Los Angeles,1, (Väinö Kokkinen), Finland,
wrestling,,,1932 Los Angeles,2, (Jean Földeák), Germany,
wrestling,,,1932 Los Angeles,3, (Axel Cadier), Sweden,
wrestling,,,1936 Berlin,1, (Ivar Johansson), Sweden,
wrestling,,,1936 Berlin,2, (Ludwig Schweickert), Germany,
wrestling,,,1936 Berlin,3, (József Palotás), Hungary,
wrestling,,,1948 London,1, (Axel Grönberg), Sweden,
wrestling,,,1948 London,2, (Muhlis Tayfur), Turkey,
wrestling,,,1948 London,3, (Ercole Gallegati), Italy,
wrestling,,,1952 Helsinki,1, (Axel Grönberg), Sweden,
wrestling,,,1952 Helsinki,2, (Kalervo Rauhala), Finland,
wrestling,,,1952 Helsinki,3, (Nikolay Belov), Soviet Union,
wrestling,,,1956 Melbourne,1, (Givi Kartoziya), Soviet Union,
wrestling,,,1956 Melbourne,2, (Dimitar Dobrev), Bulgaria,
wrestling,,,1956 Melbourne,3, (Rune Jansson), Sweden,
wrestling,,,1960 Rome,1, (Dimitar Dobrev), Bulgaria,
wrestling,,,1960 Rome,2, (Lothar Metz), Germany,
wrestling,,,1960 Rome,3, (Ion Țăranu), Romania,
wrestling,,,1964 Tokyo,1, (Branislav Simić), Yugoslavia,
wrestling,,,1964 Tokyo,2, (Jiří Kormaník), Czechoslovakia,
wrestling,,,1964 Tokyo,3, (Lothar Metz), Germany,
wrestling,,,1968 Mexico City,1, (Lothar Metz), East Germany,
wrestling,,,1968 Mexico City,2, (Valentin Oleynik), Soviet Union,
wrestling,,,1968 Mexico City,3, (Branislav Simić), Yugoslavia,
wrestling,,,1972 Munich,1, (Csaba Hegedűs), Hungary,
wrestling,,,1972 Munich,2, (Anatoly Nazarenko), Soviet Union,
wrestling,,,1972 Munich,3, (Milan Nenadić), Yugoslavia,
wrestling,,,1976 Montreal,1, (Momir Petković), Yugoslavia,
wrestling,,,1976 Montreal,2, (Vladimir Cheboksarov), Soviet Union,
wrestling,,,1976 Montreal,3, (Ivan Kolev), Bulgaria,
wrestling,,,1980 Moscow,1, (Gennadi Korban), Soviet Union,
wrestling,,,1980 Moscow,2, (Jan Dołgowicz), Poland,
wrestling,,,1980 Moscow,3, (Pavel Pavlov), Bulgaria,
wrestling,,,1984 Los Angeles,1, (Ion Draica), Romania,
wrestling,,,1984 Los Angeles,2, (Dimitrios Thanopoulos), Greece,
wrestling,,,1984 Los Angeles,3, (Sören Claeson), Sweden,
wrestling,,,1988 Seoul,1, (Mikhail Mamiashvili), Soviet Union,
wrestling,,,1988 Seoul,2, (Tibor Komáromi), Hungary,
wrestling,,,1988 Seoul,3, (Kim Sang-Kyu), South Korea,
wrestling,,,1992 Barcelona,1, (Péter Farkas), Hungary,
wrestling,,,1992 Barcelona,2, (Piotr Stępień), Poland,
wrestling,,,1992 Barcelona,3, (Daulet Turlykhanov), Unified Team,
wrestling,,,1996 Atlanta,1, (Hamza Yerlikaya), Turkey,
wrestling,,,1996 Atlanta,2, (Thomas Zander), Germany,
wrestling,,,1996 Atlanta,3, (Valeriy Tsilent), Belarus,
wrestling,,,2000 Sydney,1, (Hamza Yerlikaya), Turkey,
wrestling,,,2000 Sydney,2, (Sándor Bárdosi), Hungary,
wrestling,,,2000 Sydney,3, (Mukhran Vakhtangadze), Georgia,
wrestling,,,2004 Athens,1, (Aleksey Mishin), Russia,
wrestling,,,2004 Athens,2, (Ara Abrahamian), Sweden,
wrestling,,,2004 Athens,3, (Viachaslau Makaranka), Belarus,
wrestling,,,2008 Beijing,1, (Andrea Minguzzi), Italy,
wrestling,,,2008 Beijing,2, (Zoltán Fodor), Hungary,
wrestling,,,2008 Beijing,3, (Nazmi Avluca), Turkey,
wrestling,,,2012 London,1, (Alan Khugayev), Russia,
wrestling,,,2012 London,2, (Karam Gaber), Egypt,
wrestling,,,2012 London,3, (Daniyal Gadzhiyev/Damian Janikowski/Poland), Kazakhstan,
wrestling,,,1912 Stockholm,1, (Yrjö Saarela), Finland,
wrestling,,,1912 Stockholm,2, (Johan Olin), Finland,
wrestling,,,1912 Stockholm,3, (Søren Marinus Jensen), Denmark,
wrestling,,,1920 Antwerp,1, (Adolf Lindfors), Finland,
wrestling,,,1920 Antwerp,2, (Poul Hansen), Denmark,
wrestling,,,1920 Antwerp,3, (Martti Nieminen), Finland,
wrestling,,,1924 Paris,1, (Henri Deglane), France,
wrestling,,,1924 Paris,2, (Edil Rosenqvist), Finland,
wrestling,,,1924 Paris,3, (Rajmund Badó), Hungary,
wrestling,,,1928 Amsterdam,1, (Rudolf Svensson), Sweden,
wrestling,,,1928 Amsterdam,2, (Hjalmar Nyström), Finland,
wrestling,,,1928 Amsterdam,3, (Georg Gehring), Germany,
wrestling,,,1932 Los Angeles,1, (Carl Westergren), Sweden,
wrestling,,,1932 Los Angeles,2, (Josef Urban), Czechoslovakia,
wrestling,,,1932 Los Angeles,3, (Nikolaus Hirschl), Austria,
wrestling,,,1936 Berlin,1, (Kristjan Palusalu), Estonia,
wrestling,,,1936 Berlin,2, (John Nyman), Sweden,
wrestling,,,1936 Berlin,3, (Kurt Hornfischer), Germany,
wrestling,,,1948 London,1, (Ahmet Kireççi), Turkey,
wrestling,,,1948 London,2, (Tor Nilsson), Sweden,
wrestling,,,1948 London,3, (Guido Fantoni), Italy,
wrestling,,,1952 Helsinki,1, (Johannes Kotkas), Soviet Union,
wrestling,,,1952 Helsinki,2, (Josef Růžička), Czechoslovakia,
wrestling,,,1952 Helsinki,3, (Tauno Kovanen), Finland,
wrestling,,,1956 Melbourne,1, (Anatoly Parfyonov), Soviet Union,
wrestling,,,1956 Melbourne,2, (Wilfried Dietrich), Germany,
wrestling,,,1956 Melbourne,3, (Adelmo Bulgarelli), Italy,
wrestling,,,1960 Rome,1, (Ivan Bogdan), Soviet Union,
wrestling,,,1960 Rome,2, (Wilfried Dietrich), Germany,
wrestling,,,1960 Rome,3, (Bohumil Kubát), Czechoslovakia,
wrestling,,,1964 Tokyo,1, (István Kozma), Hungary,
wrestling,,,1964 Tokyo,2, (Anatoly Roshchin), Soviet Union,
wrestling,,,1964 Tokyo,3, (Wilfried Dietrich), Germany,
wrestling,,,1968 Mexico City,1, (István Kozma), Hungary,
wrestling,,,1968 Mexico City,2, (Anatoly Roshchin), Soviet Union,
wrestling,,,1968 Mexico City,3, (Petr Kment), Czechoslovakia,
wrestling,,,1972 Munich,1, (Nicolae Martinescu), Romania,
wrestling,,,1972 Munich,2, (Nikolai Yakovenko), Soviet Union,
wrestling,,,1972 Munich,3, (Ferenc Kiss), Hungary,
wrestling,,,1976 Montreal,1, (Nikolai Balboshin), Soviet Union,
wrestling,,,1976 Montreal,2, (Kamen Goranov), Bulgaria,
wrestling,,,1976 Montreal,3, (Andrzej Skrzydlewski), Poland,
wrestling,,,1980 Moscow,1, (Georgi Raikov), Bulgaria,
